verse_index,verse_id,chapter_number,verse_number,chapter_verses,verse_id_arabic,english_1989,arabic_uthmani,pdf_page_1989,printed_page_1989,english_bbox,english_transcription_source,english_transcription_note,arabic_alignment_note
5597,74:32,74,32,56,٣٢:٧٤,"Absolutely, (I swear) by the moon.",كَلَّا وَٱلْقَمَرِ,595,576,"[40.7, 402.613, 259.01, 415.593]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5598,74:33,74,33,56,٣٣:٧٤,And the night as it passes.,وَٱلَّيْلِ إِذْ أَدْبَرَ,595,576,"[40.7, 415.593, 259.01, 428.572]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5599,74:34,74,34,56,٣٤:٧٤,And the morning as it shines.,وَٱلصُّبْحِ إِذَآ أَسْفَرَ,595,576,"[40.7, 428.572, 259.01, 441.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5600,74:35,74,35,56,٣٥:٧٤,This is one of the great miracles.*,إِنَّهَا لَإِحْدَى ٱلْكُبَرِ,595,576,"[40.45, 467.001, 469.316, 476.698]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5601,74:36,74,36,56,٣٦:٧٤,A warning to the human race.,نَذِيرًا لِّلْبَشَرِ,595,576,"[40.45, 476.698, 469.316, 486.395]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5602,74:37,74,37,56,٣٧:٧٤,"For those among you who wish to advance, or regress.",لِمَن شَآءَ مِنكُمْ أَن يَتَقَدَّمَ أَوْ يَتَأَخَّرَ,595,576,"[40.45, 486.395, 469.316, 505.789]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5603,74:38,74,38,56,٣٨:٧٤,Every soul is trapped by its sins.,كُلُّ نَفْسٍۭ بِمَا كَسَبَتْ رَهِينَةٌ,595,576,"[40.45, 505.789, 469.316, 515.486]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5604,74:39,74,39,56,٣٩:٧٤,Except for those on the right.,إِلَّآ أَصْحَـٰبَ ٱلْيَمِينِ,595,576,"[40.45, 515.486, 469.316, 525.183]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5569,74:4,74,4,56,٤:٧٤,Purify your garment.*,وَثِيَابَكَ فَطَهِّرْ,594,575,"[42.1, 375.049, 295.934, 384.674]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5605,74:40,74,40,56,٤٠:٧٤,"While in Paradise, they will ask.",فِى جَنَّـٰتٍ يَتَسَآءَلُونَ,595,576,"[40.45, 534.88, 469.316, 544.576]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5606,74:41,74,41,56,٤١:٧٤,About the guilty.,عَنِ ٱلْمُجْرِمِينَ,595,576,"[40.45, 554.273, 469.316, 563.97]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5607,74:42,74,42,56,٤٢:٧٤,“What brought you to this retribution?” Judgment.,مَا سَلَكَكُمْ فِى سَقَرَ,595,576,"[40.45, 573.667, 469.316, 593.061]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5608,74:43,74,43,56,٤٣:٧٤,"They will say, “We did not observe",قَالُوا۟ لَمْ نَكُ مِنَ ٱلْمُصَلِّينَ,595,576,"[40.45, 593.061, 469.316, 602.758]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5609,74:44,74,44,56,٤٤:٧٤,“We did not feed the poor.,وَلَمْ نَكُ نُطْعِمُ ٱلْمِسْكِينَ,595,576,"[40.45, 525.183, 469.316, 534.88]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5610,74:45,74,45,56,٤٥:٧٤,“We blundered with the blunderers.,وَكُنَّا نَخُوضُ مَعَ ٱلْخَآئِضِينَ,595,576,"[40.45, 544.576, 469.316, 554.273]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5611,74:46,74,46,56,٤٦:٧٤,“We disbelieved in the Day of,وَكُنَّا نُكَذِّبُ بِيَوْمِ ٱلدِّينِ,595,576,"[40.45, 563.97, 469.316, 573.667]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5612,74:47,74,47,56,٤٧:٧٤,“Until certainty came to us now.” the contact prayers (Salat).,حَتَّىٰٓ أَتَىٰنَا ٱلْيَقِينُ,595,576,"[40.45, 602.758, 469.316, 622.151]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5613,74:48,74,48,56,٤٨:٧٤,The intercession of the intercessors will never help them.,فَمَا تَنفَعُهُمْ شَفَـٰعَةُ ٱلشَّـٰفِعِينَ,596,577,"[39.5, 43.301, 461.972, 57.379]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5614,74:49,74,49,56,٤٩:٧٤,Why are they so averse to this reminder?,فَمَا لَهُمْ عَنِ ٱلتَّذْكِرَةِ مُعْرِضِينَ,596,577,"[39.5, 57.379, 461.972, 71.457]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5570,74:5,74,5,56,٥:٧٤,Forsake what is wrong.,وَٱلرُّجْزَ فَٱهْجُرْ,594,575,"[42.1, 394.299, 295.934, 403.925]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5615,74:50,74,50,56,٥٠:٧٤,Running like zebras.,كَأَنَّهُمْ حُمُرٌ مُّسْتَنفِرَةٌ,596,577,"[39.5, 71.457, 461.972, 85.535]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5616,74:51,74,51,56,٥١:٧٤,Who are fleeing from the lion!,فَرَّتْ مِن قَسْوَرَةٍۭ,596,577,"[39.5, 85.535, 461.972, 99.613]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5617,74:52,74,52,56,٥٢:٧٤,Does each one of them want to receive the scripture personally?,بَلْ يُرِيدُ كُلُّ ٱمْرِئٍ مِّنْهُمْ أَن يُؤْتَىٰ صُحُفًا مُّنَشَّرَةً,596,577,"[39.5, 99.613, 461.972, 113.69]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5618,74:53,74,53,56,٥٣:٧٤,"Indeed, they do not fear the Hereafter.",كَلَّا ۖ بَل لَّا يَخَافُونَ ٱلْءَاخِرَةَ,596,577,"[39.5, 113.69, 461.972, 127.768]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5619,74:54,74,54,56,٥٤:٧٤,"Indeed, this is a reminder.",كَلَّآ إِنَّهُۥ تَذْكِرَةٌ,596,577,"[39.5, 127.768, 461.972, 141.846]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5620,74:55,74,55,56,٥٥:٧٤,For those who wish to take heed.,فَمَن شَآءَ ذَكَرَهُۥ,596,577,"[39.5, 141.846, 461.972, 155.924]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5621,74:56,74,56,56,٥٦:٧٤,They cannot take heed against GOD’s will. He is the source of righteousness; He is the source of forgiveness.,وَمَا يَذْكُرُونَ إِلَّآ أَن يَشَآءَ ٱللَّهُ ۚ هُوَ أَهْلُ ٱلتَّقْوَىٰ وَأَهْلُ ٱلْمَغْفِرَةِ,596,577,"[39.5, 155.924, 461.972, 184.301]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5571,74:6,74,6,56,٦:٧٤,Be content with your lot.,وَلَا تَمْنُن تَسْتَكْثِرُ,594,575,"[42.1, 413.55, 295.934, 423.175]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5572,74:7,74,7,56,٧:٧٤,Steadfastly commemorate your Lord.,وَلِرَبِّكَ فَٱصْبِرْ,594,575,"[42.1, 432.8, 295.934, 442.425]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5573,74:8,74,8,56,٨:٧٤,"Then, when the horn is blown.",فَإِذَا نُقِرَ فِى ٱلنَّاقُورِ,594,575,"[42.1, 452.05, 295.934, 461.675]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5574,74:9,74,9,56,٩:٧٤,That will be a difficult day.,فَذَٰلِكَ يَوْمَئِذٍ يَوْمٌ عَسِيرٌ,594,575,"[42.1, 471.3, 295.934, 480.925]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5622,75:0,75,0,40,٠:٧٥,"In the name of God, Most Gracious, Most Merciful",بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ,596,577,,standard unnumbered basmalah,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5623,75:1,75,1,40,١:٧٥,I swear by the Day of Resurrection.,لَآ أُقْسِمُ بِيَوْمِ ٱلْقِيَـٰمَةِ,596,577,"[41.4, 286.052, 472.444, 295.828]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5632,75:10,75,10,40,١٠:٧٥,The human being will say on that day “Where is the escape?”,يَقُولُ ٱلْإِنسَـٰنُ يَوْمَئِذٍ أَيْنَ ٱلْمَفَرُّ,596,577,"[41.4, 491.361, 472.444, 510.915]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5633,75:11,75,11,40,١١:٧٥,"Absolutely, there is no escape.",كَلَّا لَا وَزَرَ,596,577,"[41.4, 510.915, 472.444, 520.691]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5634,75:12,75,12,40,١٢:٧٥,"To your Lord, on that day, is the final destiny.",إِلَىٰ رَبِّكَ يَوْمَئِذٍ ٱلْمُسْتَقَرُّ,596,577,"[41.4, 520.691, 472.444, 540.245]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5635,75:13,75,13,40,١٣:٧٥,"The human being will be informed, on that day, of everything he did to advance himself, and everything he did to regress himself.",يُنَبَّؤُا۟ ٱلْإِنسَـٰنُ يَوْمَئِذٍۭ بِمَا قَدَّمَ وَأَخَّرَ,596,577,"[41.4, 540.245, 472.444, 559.798]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5636,75:14,75,14,40,١٤:٧٥,The human being will be his own judge.,بَلِ ٱلْإِنسَـٰنُ عَلَىٰ نَفْسِهِۦ بَصِيرَةٌ,596,577,"[41.4, 559.798, 472.444, 569.575]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5637,75:15,75,15,40,١٥:٧٥,No excuses will be accepted.,وَلَوْ أَلْقَىٰ مَعَاذِيرَهُۥ,596,577,"[41.4, 569.575, 472.444, 579.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5638,75:16,75,16,40,١٦:٧٥,Do not move your tongue to hasten it.,لَا تُحَرِّكْ بِهِۦ لِسَانَكَ لِتَعْجَلَ بِهِۦٓ,596,577,"[41.15, 605.351, 311.448, 619.214]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5639,75:17,75,17,40,١٧:٧٥,It is we who will collect it into Quran.,إِنَّ عَلَيْنَا جَمْعَهُۥ وَقُرْءَانَهُۥ,596,577,"[41.15, 619.214, 311.448, 633.076]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5640,75:18,75,18,40,١٨:٧٥,"Once we recite it, you shall follow such a Quran.",فَإِذَا قَرَأْنَـٰهُ فَٱتَّبِعْ قُرْءَانَهُۥ,596,577,"[41.15, 633.076, 311.448, 646.939]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5641,75:19,75,19,40,١٩:٧٥,Then it is we who will explain it.,ثُمَّ إِنَّ عَلَيْنَا بَيَانَهُۥ,596,577,"[41.15, 646.939, 311.448, 660.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5624,75:2,75,2,40,٢:٧٥,And I swear by the blaming soul.,وَلَآ أُقْسِمُ بِٱلنَّفْسِ ٱللَّوَّامَةِ,596,577,"[41.4, 305.605, 472.444, 315.382]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5642,75:20,75,20,40,٢٠:٧٥,"Indeed, you love this fleeting life.",كَلَّا بَلْ تُحِبُّونَ ٱلْعَاجِلَةَ,597,578,"[36.1, 57.201, 382.3, 70.926]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
5643,75:21,75,21,40,٢١:٧٥,While disregarding the Hereafter.,وَتَذَرُونَ ٱلْءَاخِرَةَ,597,578,"[36.1, 70.926, 382.3, 84.651]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
